Time,Robot ID,Linear Velocity,Angular Velocity,Linear Acceleration,Distance Traveled
2.02,robot1,0.1135677680379429,7.469273265117746e-07,-0.07679600291579312,0.22715634407591345
2.02,robot2,0.08880542120476596,-0.03221506993592878,-0.06372706387778332,0.17762711342761048
2.02,robot3,0.10834455638869524,0.032443184012185905,-0.07431272306186425,0.21670896377535656
4.02,robot1,0.10891116423660689,7.210936406883084e-07,-0.06731332847784598,0.4450662851549969
4.02,robot2,0.08609399602541203,-0.03097344805662661,-0.06583167793015367,0.3498843630186912
4.02,robot3,0.10361864921810847,0.011381694430867284,-0.06653671410307763,0.4240296173013692
6.02,robot1,0.10444252817448314,7.723526882310639e-07,-0.07163521758605138,0.6538751702104126
6.02,robot2,0.08351447213078325,-0.030745738809476675,-0.0670438806053736,0.5168523990900445
6.02,robot3,0.09905269175545382,0.004463859563351483,-0.0715202238047093,0.6220627603964946
8.02,robot1,0.10070720233073836,7.115101720772095e-07,-0.06532067316573793,0.8553270574883537
8.02,robot2,0.09682154572187517,-0.3757457755323742,-0.045668284042339254,0.7105315269321832
8.02,robot3,0.09504838910612123,0.0008928280743720027,-0.0658032934520398,0.812194915048872
10.02,robot1,0.0961986163224352,7.62655677627359e-07,-0.07314484221100374,1.0477590602573064
10.02,robot2,0.08581018605986913,0.310814924987666,-0.07024759314673337,0.8821829143713812
10.02,robot3,0.09166699649766501,6.106869229497245e-07,-0.0713313219933483,0.9955620402550831
12.02,robot1,0.09338345141818367,7.445206063539267e-07,-0.06584578384067054,1.234556136314045
12.02,robot2,0.08250579513178997,-0.5185174595838077,-0.0655548905466178,1.047221163164932
12.02,robot3,0.08912871327566621,5.988479732434094e-07,-0.06781789581255421,1.1738482652740907
14.02,robot1,0.09113183325104789,6.651711533031508e-07,-0.06808506845516217,1.4168242968002338
14.02,robot2,0.08414991170417599,0.3903404264148328,-0.08132109606768002,1.2155251362578798
14.02,robot3,0.08645702812902357,5.4638233081485e-07,-0.06754006359179439,1.346766584987566
16.02,robot1,0.08847824402850232,7.419892246009416e-07,-0.06847591233000602,1.5938089922523042
16.02,robot2,0.07918161317665347,-0.09979203960296645,-0.07081282024577287,1.3739136061845572
16.02,robot3,0.0846857865646496,5.281414906529862e-07,-0.07558034658254945,1.5161651564537368
18.02,robot1,0.08677468698512147,7.782688653176231e-07,-0.0674665595918339,1.767248761462515
18.02,robot2,0.07882224534780086,-0.4665662073723938,-0.044423113177196105,1.531458536817349
18.02,robot3,0.08226939799958828,6.272316253134963e-07,-0.06063737582705084,1.6806000383053776
20.03,robot1,0.0842061809623008,0.0006962348992374037,-0.06661876214368943,1.9358468660547326
20.03,robot2,0.08079879777768381,-0.19033050546414143,-0.062102256991102285,1.693234359007245
20.03,robot3,0.08044359938134525,5.584525250288146e-07,-0.0725485457330182,1.8416646802031322
22.02,robot1,0.08163776451975581,0.0002403025296928637,-0.06909718608020395,2.0989519740565896
22.02,robot2,0.0796932214756819,0.42438115429481327,-0.07349886445783464,1.8524544402070613
22.02,robot3,0.07763930894669757,5.648577703351611e-07,-0.06852375555709977,1.9967812239428397
24.02,robot1,0.07855894923347308,7.601480637471586e-07,-0.06741911399412616,2.2560500744113856
24.02,robot2,0.07332977492100559,-0.3785885731663362,-0.056655732222026974,1.999095509772516
24.02,robot3,0.07519850621913794,5.843620297558959e-07,-0.06629556767863977,2.1471592851543724
26.02,robot1,0.07574010659578252,7.454469177168889e-07,-0.06803374936042754,2.4075903660945643
26.02,robot2,0.0737301539458327,-0.1372283601092079,-0.06421990665562945,2.1466143018231643
26.02,robot3,0.07233528894822963,6.081066775276286e-07,-0.06866652687341566,2.2918872407763957
28.02,robot1,0.07263254403366114,7.087383932354507e-07,-0.06885007398453093,2.552820510209157
28.02,robot2,0.07127268329081718,-0.053587706203897224,-0.06914489173884618,2.2891253786892314
28.02,robot3,0.06961559905746496,5.809950073010843e-07,-0.06735761621461997,2.4310849464089257
30.02,robot1,0.0699313873687976,7.31560409451991e-07,-0.06544575842118437,2.692662030000875
30.02,robot2,0.06846633342743703,-0.018327056891518912,-0.06664134294827853,2.4260372358867235
30.02,robot3,0.06672585354885284,5.828972804843123e-07,-0.06691540069035903,2.564516372850704
32.02,robot1,0.06705120804549908,7.397640077164046e-07,-0.06794107066405518,2.8268012010161776
32.02,robot2,0.06556270768085788,-0.006246963623626983,-0.06737682025904729,2.557198590233407
32.02,robot3,0.06388621522112034,6.262119907413617e-07,-0.06614715311952064,2.6923238232884525
34.02,robot1,0.06455172850131438,7.166225147737115e-07,-0.06445262058778857,2.955871484498219
34.02,robot2,0.06285159939616002,-0.0024538634122521674,-0.06623398049711929,2.6828694892116878
34.02,robot3,0.061484581615928686,5.941380456682414e-07,-0.06393158387097803,2.81526138922491
36.02,robot1,0.061806699071964,7.540965291057782e-07,-0.06632000564379345,3.0795252553960477
36.02,robot2,0.060263649284159664,1.609287268175654e-06,-0.06656802054403693,2.803436152598356
36.02,robot3,0.05896870188764558,5.830206191554811e-07,-0.06620484366693323,2.933237311945961
38.02,robot1,0.05936857300770753,7.633659997127087e-07,-0.06575534207707039,3.198235506794836
38.02,robot2,0.05779472573825243,-0.0006677342916992261,-0.06497229854468677,2.9189994224283597
38.02,robot3,0.05667242792784071,0.0006702155380138191,-0.06666256369127152,3.0465564945683945
40.02,robot1,0.05714194703602103,7.312850236583719e-07,-0.06540766677492481,3.312509555080836
40.02,robot2,0.05574864714267245,8.959699881296972e-07,-0.06551989857616795,3.0304871109988074
40.02,robot3,0.05425760867927751,5.6741034750899e-07,-0.06415204790622667,3.155062363123944
42.02,robot1,0.0547548221662724,6.952736988053101e-07,-0.06698746455513328,3.4220257491304533
42.02,robot2,0.053449361597957545,1.0459888912627116e-06,-0.06551348753756962,3.1373922277539075
42.02,robot3,0.05212354841834107,6.024021226202037e-07,-0.06552944480313545,3.259315694927364
44.02,robot1,0.05233712441683538,0.000670667611880375,-0.06539228680973781,3.526707587056513
44.02,robot2,0.051195774409234965,1.4551103124994095e-06,-0.06487716594111843,3.2397912001644498
44.02,robot3,0.04991397601580593,5.741229042579413e-07,-0.06531857514944264,3.359150884685154
46.02,robot1,0.050268408715876726,4.3476382727877736e-07,-0.06431899733156685,3.6272386928911318
46.02,robot2,0.04930771264307727,1.5846206428745483e-06,-0.06548291613558761,3.3384010230096783
46.02,robot3,0.04795154384758858,5.961025682826188e-07,-0.06332721201052403,3.4550485240300164
48.03,robot1,0.04835054250603811,7.45562171470855e-07,-0.06449011658988221,3.7241123150251707
48.03,robot2,0.047257649400092056,-0.0012487135427500277,-0.06464491892755957,3.4330849589832138
48.03,robot3,0.04610251278096642,6.198525218948088e-07,-0.06455630660724195,3.5474180647030154
50.02,robot1,0.04623155737306621,7.041738124075128e-07,-0.0646629268005827,3.8164273296124573
50.02,robot2,0.04531486934071375,1.0762471589863965e-06,-0.06422031815389993,3.5235695340636557
50.02,robot3,0.04433001332730617,6.176123631652563e-07,-0.0655351293163646,3.6359360826867446
52.02,robot1,0.04442450375571542,7.311090628307939e-07,-0.06467632134399919,3.90525461500756
52.02,robot2,0.043552674094326276,-0.00022244441861713832,-0.06457575528323882,3.6106535864319143
52.02,robot3,0.04242437155644533,6.000396507670053e-07,-0.06410015586748374,3.7207640816819483
54.02,robot1,0.042519298617651975,7.480379644282313e-07,-0.06417812371420235,3.9903063808098005
54.02,robot2,0.041797827185311755,-0.00041466377660964764,-0.063296757196508,3.6942621859239995
54.02,robot3,0.04128717840808498,5.906916982723431e-07,-0.06126229485783135,3.8033512254675688
56.02,robot1,0.041287196339605085,7.436441124836446e-07,-0.06123908778523245,4.072868303351951
56.02,robot2,0.04125000760750863,1.504578930232257e-06,-0.060820386341679765,3.776749742234219
56.02,robot3,0.04124999579520355,0.0004477113589431758,-0.060778768080059116,3.885838758156746
58.02,robot1,0.04125000876479857,7.237843856225446e-07,-0.060714074286668675,4.155365671558486
58.02,robot2,0.041250001905344724,1.2084949215712903e-06,-0.06076340544205398,3.859247096722286
58.02,robot3,0.04124999819470624,0.0006695141005020831,-0.060667580740271655,3.9683361052237744
60.02,robot1,0.04125001182308042,6.875893169665006e-07,-0.06085036377235965,4.237871598906339
60.02,robot2,0.04125000296791182,-0.0006685991910196738,-0.06077922475653123,3.9417530063585344
60.02,robot3,0.041250021100016784,6.098696399284735e-07,-0.06079303345502938,4.0508420511268275
62.02,robot1,0.0412500092829478,7.157193848842732e-07,-0.060751286140543564,4.320411075663614
62.02,robot2,0.04124999777229426,-0.00022248099561441158,-0.0607642563063231,4.024292460083492
62.02,robot3,0.041250015326194336,5.996754453273357e-07,-0.06056451390523229,4.1333815399763765
64.02,robot1,0.0412499978559561,7.698982043577024e-07,-0.06075097543529948,4.4028804741483665
64.02,robot2,0.04125000621339458,-0.0004444977304163449,-0.06077951368267902,4.106761875276923
64.02,robot3,0.041249999727101264,5.957617556590455e-07,-0.060918847941092445,4.215850942202032
66.02,robot1,0.041250010577347854,7.443618096900013e-07,-0.06068817638084242,4.485400535878201
66.02,robot2,0.04125001626808495,1.5090072286384115e-06,-0.06081432840027524,4.189281948390996
66.02,robot3,0.04124999635977599,6.023951585234614e-07,-0.060791893196820566,4.298370975489815
68.02,robot1,0.041250006432166676,7.354599615430364e-07,-0.060593792854322974,4.567872084258096
68.02,robot2,0.04125001043322345,-0.0008511130695843784,-0.060867106791854336,4.271753504770244
68.02,robot3,0.04124998830903955,6.411932305869945e-07,-0.06089007484774231,4.380842487635962
70.02,robot1,0.041250011442249705,0.0017363257984751366,-0.06089214434029247,4.65037673683763
70.02,robot2,0.041250024524766116,1.3263888844795475e-06,-0.06081027578765807,4.354258183516278
70.02,robot3,0.04125001266274559,6.368039620691923e-07,-0.060662757699193916,4.463347142656625
72.02,robot1,0.04125000945279908,1.0643600113759567e-06,-0.06067792588356325,4.732887973353298
72.02,robot2,0.04124999896572692,9.902904448397742e-07,-0.060518623890792725,4.436769399054951
72.02,robot3,0.041250020987601166,6.137124771103409e-07,-0.06069382318276529,4.545858402245035
74.02,robot1,0.04124999758725521,7.199214663104721e-07,-0.06084246570512371,4.815373013341183
74.02,robot2,0.013429454095893254,-0.056875134825668056,-0.20472712342417307,4.463623438398155
74.02,robot3,0.041250007492609875,6.291073604734645e-07,-0.060730527786946674,4.628343462040037
76.02,robot1,0.041250004543533184,7.268548938765968e-07,-0.06058613684966365,4.897891870957826
76.02,robot2,0.0,0.0,-0.060653296277540215,4.463623438398155
76.02,robot3,0.07042819437445606,0.06416061328097954,0.09180031674702854,4.769232031825518
78.02,robot1,0.04125001316118809,7.210494470133628e-07,-0.06062723087434227,4.980391805457673
78.02,robot2,0.0,0.0,-0.060636060939559866,4.463623438398155
78.02,robot3,0.08250017882328332,4.388526352823948e-05,-0.06089013844325968,4.934232205826686
80.02,robot1,0.10430941321268652,0.01396379263947347,0.035539698580720015,5.188974694891078
80.02,robot2,0.0,0.0,-0.06082197393691068,4.463623438398155
80.02,robot3,0.08249999872717194,6.340505258168354e-07,-0.06085379716083469,5.099203780133968
82.02,robot1,0.08249999690779522,7.695126215745464e-07,-0.060791418057779545,5.353943186742849
82.02,robot2,0.0,0.0,-0.060661219925931244,4.463623438398155
82.02,robot3,0.08250002846040748,5.712965181136137e-07,-0.06067398063207263,5.264172335078916
84.02,robot1,0.08250001152599896,7.504441547345483e-07,-0.0607204559786773,5.519034035542536
84.02,robot2,0.0,0.0,-0.060752667862174106,4.463623438398155
84.02,robot3,0.0824999945900833,5.909306489904234e-07,-0.060825416696914214,5.4292631499881265
86.02,robot1,0.08250000680240262,7.159397146108314e-07,-0.060680661679896414,5.683966625026781
