Time,Robot ID,Latitude,Longitude,Altitude,X,Y,Z,W
2.02,robot1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.02,robot2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.02,robot3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.02,robot1,-3.50000000000008,2.0,0.0,0.0,0.0,0.0,2.0
4.02,robot2,-3.50000000000008,0.0,0.0,0.0,0.0,0.0,2.0
4.02,robot3,-3.50000000000008,-2.0,0.0,0.0,0.0,0.0,2.0
6.02,robot1,-3.5000000000000795,2.0,0.0,0.0,0.0,0.0,2.0
6.02,robot2,-3.5000000000000795,0.0,0.0,0.0,0.0,0.0,2.0
6.02,robot3,-3.500000000000079,-2.0,0.0,0.0,0.0,0.0,2.0
8.02,robot1,-3.5592950461633004,1.9999999909157264,0.0,0.0,0.0,1.699500699921048e-07,1.9999999999999856
8.02,robot2,-3.5368550480468137,-3.1180479919733526e-09,0.0,0.0,0.0,9.636976675441392e-08,1.9999999999999953
8.02,robot3,-3.533115047806288,-2.0000000021822015,0.0,0.0,0.0,8.422725241156389e-08,1.9999999999999964
10.02,robot1,-3.635540546904095,1.9999948538613812,0.0,0.0,0.0,-0.00016926047207399726,1.9999999855984911
10.02,robot2,-3.613793976281973,5.482652946444246e-07,0.0,0.0,0.0,1.3469091392456112e-05,1.9999999999141393
10.02,robot3,-3.615390449756347,-1.9999932457383274,0.0,0.0,0.0,0.00015415050678996766,1.9999999881756882
12.02,robot1,-3.6343049017177362,1.9989532481745313,0.0,0.0,0.0,-0.007234994088048479,1.9999729538639748
12.02,robot2,-3.656803566946561,-0.00024761539171380226,0.0,0.0,0.0,-0.001127231508280618,1.9999993640484033
12.02,robot3,-3.6617297121513444,-1.9998830086093398,0.0,0.0,0.0,0.0007659905346831557,1.9999997070490174
14.02,robot1,-3.483685221773608,2.0111164497445655,0.0,0.0,0.0,0.06465155334300857,1.997479331048492
14.02,robot2,-3.5094594466891023,-0.004842085426142439,0.0,0.0,0.0,-0.07331455759095168,1.9974605240326526
14.02,robot3,-3.4970285380287747,-1.9997654836601317,0.0,0.0,0.0,0.0009084829101769056,1.9999787213635978
16.02,robot1,-3.36313678335676,2.034511344575324,0.0,0.0,0.0,0.08480917264771493,1.995884817655835
16.02,robot2,-3.3030327643688566,-0.07691405783381364,0.0,0.0,0.0,-0.19721410176628282,1.9803130995472626
16.02,robot3,-3.310935816987269,-1.9967935912223875,0.0,0.0,0.0,0.007113394351081942,1.999964971354511
18.02,robot1,-3.2497135086480853,2.049971818053383,0.0,0.0,0.0,0.023247041672995683,1.9996952108096584
18.02,robot2,-3.103377564564952,-0.1775873526302228,0.0,0.0,0.0,-0.25426425845118145,1.9689485138156595
18.02,robot3,-3.1015164091934597,-1.9921788358501906,0.0,0.0,0.0,0.00816151689227292,1.9999144851368886
20.02,robot1,-3.1416726939865915,2.0500810187286977,0.0,0.0,0.0,0.03555238142147096,1.9992689540521624
20.02,robot2,-2.9265938772080395,-0.28976497290281283,0.0,0.0,0.0,-0.2580500717564578,1.9625633623891554
20.02,robot3,-2.8392286190178178,-1.985603137657951,0.0,0.0,0.0,0.018526342893129176,1.9997273341199207
22.02,robot1,-3.0397962239756016,2.064871369261281,0.0,0.0,0.0,0.08782592949668755,1.9960285765885155
22.02,robot2,-2.737819345836917,-0.3821220992586072,0.0,0.0,0.0,-0.16793586437437283,1.9853447484266056
22.02,robot3,-2.5835591637076885,-1.9594752427664424,0.0,0.0,0.0,0.05572725984562865,1.9981759762154154
24.02,robot1,-2.9125327605847895,2.091665043787175,0.0,0.0,0.0,0.09060345294346576,1.9949338191189976
24.02,robot2,-2.53725961302635,-0.45228353694837503,0.0,0.0,0.0,-0.16662055939097317,1.9862635748642654
24.02,robot3,-2.3778348679575334,-1.9494194227000978,0.0,0.0,0.0,0.010271082681773406,1.9998416517607591
